Age,Name,Country,Sex,Date of Birth,Height cm,Weight kg,Medal winner,Gold,Silver,Bronze,Total,Sport,Number of events,Event,BMI,BMI classification
38,Oleksandr Sitkovskyy,Ukraine,M,6/09/1978,184,68,No,0,0,0,0,Athletics,1,Athletics Men's Marathon,20.08506616,Normal
32,Mathieu Lemoine,France,M,4/17/1984,176,70,Yes,1,0,0,1,Equestrian,2,"Equestrian Eventing Individual
,Equestrian Eventing Team",22.5981405,Normal
26,Caitlin van Sickle,United States,F,1/26/1990,166,58,No,0,0,0,0,Hockey,1,Hockey Women,21.04804761,Normal
20,null,Ethiopia,F,11/03/1995,160,55,No,0,0,0,0,Aquatics,1,Swimming Women's 50m Freestyle,21.484375,Normal
22,Matthias Ginter,Germany,M,1/19/1994,190,88,Yes,0,1,0,1,Football,1,Football Men,24.3767313,Normal
26,Haruka Tachimoto,Japan,F,8/03/1990,168,70,Yes,1,0,0,1,Judo,1,Judo Women -70 kg,24.8015873,Normal
17,Roxana Gomez,Cuba,F,1/07/1999,169,49,No,0,0,0,0,Athletics,1,Athletics Women's 4 x 400m Relay,17.15626204,Underweight
25,Amine Belferar,Algeria,M,2/16/1991,175,65,No,0,0,0,0,Athletics,1,Athletics Men's 800m,21.2244898,Normal
33,Volha Ziuzkova,Belarus,F,6/14/1983,171,69,No,0,0,0,0,Basketball,1,Basketball Women,23.59700421,Normal
27,Bozo Starcevic,Croatia,M,12/11/1988,172,78,No,0,0,0,0,Wrestling,1,Wrestling Men's Greco-Roman 75 kg,26.36560303,Overweight
36,null,Australia,M,1/21/1980,191,88,Yes,0,1,0,1,Rowing,1,Rowing Men's Quadruple Sculls,24.12214577,Normal
27,Wojciech Nowicki,Poland,M,2/22/1989,196,128,Yes,0,0,1,1,Athletics,1,Athletics Men's Hammer Throw,33.31945023,Obese
18,Albane Valenzuela,Switzerland,F,12/17/1997,174,58,No,0,0,0,0,Golf,1,Golf Women's Individual Stroke Play,19.15708812,Normal
24,Jeanine Assani Issouf,France,F,8/17/1992,170,53,No,0,0,0,0,Athletics,1,Athletics Women's Triple Jump,18.33910035,Underweight
22,Vinesh Vinesh,India,F,8/25/1994,165,56,No,0,0,0,0,Wrestling,1,Wrestling Women's Freestyle 48 kg,20.56932966,Normal
24,Dominique Scott,South Africa,F,6/24/1992,166,52,No,0,0,0,0,Athletics,1,"Athletics Women's 10,000m",18.87066338,Normal
37,Fu Yu,Portugal,F,11/29/1978,173,60,No,0,0,0,0,Table Tennis,1,Table Tennis Women's Singles,20.04744562,Normal
21,J'den Michael Tbory Cox,United States,M,3/03/1995,181,85,Yes,0,0,1,1,Wrestling,1,Wrestling Men's Freestyle 86 kg,25.94548396,Overweight
20,Maria Romanjuk,Estonia,F,8/15/1996,169,65,No,0,0,0,0,Aquatics,1,Swimming Women's 100m Breaststroke,22.75830678,Normal
29,Emilce Sosa,Argentina,F,11/11/1987,177,72,No,0,0,0,0,Volleyball,1,Volleyball Women,22.98190175,Normal
34,Natasha Wodak,Canada,F,12/17/1981,160,47,No,0,0,0,0,Athletics,1,"Athletics Women's 10,000m",18.359375,Underweight
21,Ting Zhu,China,F,11/29/1994,195,78,Yes,1,0,0,1,Volleyball,1,Volleyball Women,20.51282051,Normal
27,David Graf,Switzerland,M,11/08/1989,180,79,No,0,0,0,0,Cycling,1,Cycling BMX Men,24.38271605,Normal
18,Elyane Boal,Cape Verde,F,4/26/1998,170,58,No,0,0,0,0,Gymnastics,1,Rhythmic Gymnastics Individual All-Around,20.06920415,Normal
25,Maria Natalia Londa,Indonesia,F,10/29/1990,165,56,No,0,0,0,0,Athletics,1,Athletics Women's Long Jump,20.56932966,Normal
19,Roger Tahull Compte,Spain,M,5/11/1997,195,105,No,0,0,0,0,Aquatics,1,Water Polo Men,27.61341223,Overweight
36,Saehyuk Joo,South Korea,M,1/20/1980,180,67,No,0,0,0,0,Table Tennis,1,Table Tennis Men's Team,20.67901235,Normal
35,Przemyslaw Wacha,Poland,M,1/31/1981,182,81,No,0,0,0,0,Badminton,1,Badminton Men's Doubles,24.45356841,Normal
26,Pierre Duprat,France,M,11/26/1989,175,73,No,0,0,0,0,Judo,1,Judo Men -73 kg,23.83673469,Normal
47,William Fox-Pitt,Great Britain,M,1/02/1969,196,80,No,0,0,0,0,Equestrian,2,"Equestrian Eventing Individual
,Equestrian Eventing Team",20.82465639,Normal
19,Duncan Scott,Great Britain,M,5/06/1997,191,74,Yes,0,2,0,2,Aquatics,3,"Swimming Men's 100m Freestyle
,Swimming Men's 4 x 200m Freestyle Relay
,Swimming Men's 4 x 100m Medley Relay",20.28453167,Normal
20,Kingsley Madu,Nigeria,M,12/12/1995,171,,Yes,0,0,1,1,Football,1,Football Men,,
29,Manoj Kumar,India,M,12/10/1986,175,,No,0,0,0,0,Boxing,1,Boxing Men's Light Welter (64kg),,
26,Ilana Kratysh,Israel,F,7/06/1990,169,69,No,0,0,0,0,Wrestling,1,Wrestling Women's Freestyle 69 kg,24.15881797,Normal
22,Ivaylo Ivanov,Bulgaria,M,7/20/1994,180,81,No,0,0,0,0,Judo,1,Judo Men -81 kg,25,Overweight
27,Blair Hilton,New Zealand,M,8/28/1989,181,78,No,0,0,0,0,Hockey,1,Hockey Men,23.80879705,Normal
19,Andres Mauricio Caicedo Piedrahita,Colombia,M,8/15/1997,174,76,No,0,0,0,0,Weightlifting,1,Weightlifting Men's 77kg,25.10239133,Overweight
23,null,Greece,M,3/02/1993,177,81,No,0,0,0,0,Judo,1,Judo Men -81 kg,25.85463947,Overweight
28,Laura Unsworth,Great Britain,F,3/08/1988,152,55,Yes,1,0,0,1,Hockey,1,Hockey Women,23.80540166,Normal
26,Natasha Hansen,New Zealand,F,11/15/1989,167,66,No,0,0,0,0,Cycling,3,"Cycling Track Women's Sprint
,Cycling Track Women's Keirin
,Cycling Track Women's Team Sprint",23.66524436,Normal
24,Sergio Oliveira,Portugal,M,6/02/1992,180,80,No,0,0,0,0,Football,1,Football Men,24.69135802,Normal
29,Alex Ranghieri,Italy,M,6/18/1987,200,94,No,0,0,0,0,Beach Volleyball,1,Beach Volleyball Men,23.5,Normal
29,Joel Dennerley,Australia,M,6/25/1987,195,91,No,0,0,0,0,Aquatics,1,Water Polo Men,23.93162393,Normal
23,Karolina Koleczek,Poland,F,1/15/1993,168,53,No,0,0,0,0,Athletics,1,Athletics Women's 100m Hurdles,18.77834467,Normal
24,Jonas Kaspar,Czech Republic,M,10/08/1991,182,82,No,0,0,0,0,Canoe,1,Canoe Slalom Canoe Double (C2) Men,24.75546432,Normal
20,Yaaqoub Alsaadi,United Arab Emirates,M,6/13/1996,175,62,No,0,0,0,0,Aquatics,1,Swimming Men's 100m Backstroke,20.24489796,Normal
33,Ladislav Skantar,Slovakia,M,2/11/1983,189,80,Yes,1,0,0,1,Canoe,1,Canoe Slalom Canoe Double (C2) Men,22.39578959,Normal
33,Kazunari Watanabe,Japan,M,8/12/1983,176,80,No,0,0,0,0,Cycling,1,Cycling Track Men's Keirin,25.82644628,Overweight
18,Emily Rogers,Australia,F,3/25/1998,173,52,No,0,0,0,0,Aquatics,1,Synchronised Swimming Teams,17.37445287,Underweight
29,Sultan Haydar,Turkey,F,5/23/1987,170,55,No,0,0,0,0,Athletics,1,Athletics Women's Marathon,19.03114187,Normal
21,Barbara Matic,Croatia,F,12/03/1994,171,70,No,0,0,0,0,Judo,1,Judo Women -70 kg,23.93898977,Normal
29,Alexandre Camarasa,France,M,6/10/1987,193,100,No,0,0,0,0,Aquatics,1,Water Polo Men,26.84635829,Overweight
26,Kim Amb,Sweden,M,7/31/1990,180,87,No,0,0,0,0,Athletics,1,Athletics Men's Javelin Throw,26.85185185,Overweight
18,Shivani Shivani,India,F,11/27/1997,163,60,No,0,0,0,0,Aquatics,1,Swimming Women's 200m Freestyle,22.58270917,Normal
32,Nadiezda Zieba,Poland,F,5/21/1984,172,64,No,0,0,0,0,Badminton,1,Badminton Mixed Doubles,21.63331531,Normal
21,Bernadette Szocs,Romania,F,3/05/1995,159,48,No,0,0,0,0,Table Tennis,1,Table Tennis Women's Team,18.98659072,Normal
21,Gor Minasyan,Armenia,M,10/25/1994,180,144,Yes,0,1,0,1,Weightlifting,1,Weightlifting Men's +105kg,44.44444444,Morbidly obese
24,Geronimo Rulli,Argentina,M,5/20/1992,175,74,No,0,0,0,0,Football,1,Football Men,24.16326531,Normal
31,Gilles Simon,France,M,12/27/1984,183,70,No,0,0,0,0,Tennis,1,Tennis Men's Singles,20.90238586,Normal
21,Maximilian Meyer,Germany,M,11/18/1995,173,69,Yes,0,1,0,1,Football,1,Football Men,23.05456246,Normal
23,Younghee Son,South Korea,F,4/24/1993,173,110,No,0,0,0,0,Weightlifting,1,Weightlifting Women's +75kg,36.75365031,Obese
16,Tabea Alt,Germany,F,3/18/2000,158,50,No,0,0,0,0,Gymnastics,7,"Artistic Gymnastics Women
,Artistic Gymnastics Women's Floor Exercise
,Artistic Gymnastics Women's Vault
,Artistic Gymnastics Women's Uneven Bars
,Artistic Gymnastics Women's Balance Beam
,Artistic Gymnastics Women's Individual All-Around
,Artistic Gymnastics Women's Team",20.02884153,Normal
30,Kirsten Flipkens,Belgium,F,1/10/1986,165,59,No,0,0,0,0,Tennis,2,"Tennis Women's Singles
,Tennis Women's Doubles",21.67125803,Normal
24,Elmira Syzdykova,Kazakhstan,F,2/05/1992,172,69,Yes,0,0,1,1,Wrestling,1,Wrestling Women's Freestyle 69 kg,23.32341806,Normal
22,Shinobu Ota,Japan,M,12/28/1993,165,65,Yes,0,1,0,1,Wrestling,1,Wrestling Men's Greco-Roman 59 kg,23.87511478,Normal
33,Ning Gao,Singapore,M,10/11/1982,179,80,No,0,0,0,0,Table Tennis,1,Table Tennis Men's Singles,24.96800974,Normal
32,Brent Bookwalter,United States,M,2/16/1984,181,68,No,0,0,0,0,Cycling,2,"Cycling Road Men's Individual Time Trial
,Cycling Road Men's Road Race",20.75638717,Normal
29,David McNeill,Australia,M,10/06/1986,175,53,No,0,0,0,0,Athletics,1,"Athletics Men's 10,000m",17.30612245,Underweight
24,Artyom Zakharov,Kazakhstan,M,10/27/1991,177,70,No,0,0,0,0,Cycling,1,Cycling Track Men's Omnium,22.34351559,Normal
29,null,Italy,F,1/28/1987,170,50,No,0,0,0,0,Athletics,1,Athletics Women's 400m Hurdles,17.30103806,Underweight
30,Hoi Wah Chau,Hong Kong China,F,6/05/1986,165,61,No,0,0,0,0,Badminton,1,Badminton Mixed Doubles,22.40587695,Normal
21,Mahdi Kamil,Iraq,M,1/06/1995,170,60,No,0,0,0,0,Football,1,Football Men,20.76124567,Normal
23,Jiyeon Seo,South Korea,F,3/03/1993,168,56,No,0,0,0,0,Fencing,2,"Fencing Women's Sabre Individual
,Fencing Women's Sabre Team",19.84126984,Normal
24,Sebastian Rossi,Argentina,M,2/12/1992,175,77,No,0,0,0,0,Canoe,1,Canoe Slalom Canoe Single (C1) Men,25.14285714,Overweight
18,Ilia Druzhinin,Russian Federation,M,4/23/1998,173,63,No,0,0,0,0,Aquatics,1,Swimming Men's 1500m Freestyle,21.0498179,Normal
22,Edgar Ie,Portugal,M,5/01/1994,188,80,No,0,0,0,0,Football,1,Football Men,22.63467632,Normal
19,Alexander Lerionka Sampao,Kenya,M,12/31/1996,,67,No,0,0,0,0,Athletics,1,Athletics Men's 400m,,
24,Atanu Das,India,M,4/05/1992,175,79,No,0,0,0,0,Archery,1,Archery Men's Individual,25.79591837,Overweight
24,Dimitrios Antoniadis,Greece,M,7/29/1992,180,69,No,0,0,0,0,Cycling,1,Cycling Mountain Bike Men's Cross-country,21.2962963,Normal
24,Daniel Macovei,Romania,M,11/15/1992,185,71,No,0,0,0,0,Aquatics,1,Swimming Men's 4 x 100m Freestyle Relay,20.74506939,Normal
30,Osea Kolinisau,Fiji,M,11/17/1985,174,90,Yes,1,0,0,1,Rugby Sevens,1,Rugby Sevens Men,29.72651605,Overweight
26,Tanel Laanmae,Estonia,M,11/29/1989,183,95,No,0,0,0,0,Athletics,1,Athletics Men's Javelin Throw,28.36752366,Overweight
39,Eleanor Bezzina,Malta,F,3/25/1977,154,,No,0,0,0,0,Shooting,2,"Shooting 10m Air Pistol Women
,Shooting 25m Pistol Women",,
20,Alessia Maurelli,Italy,F,8/22/1996,168,48,No,0,0,0,0,Gymnastics,1,Rhythmic Gymnastics Group All-Around,17.00680272,Underweight
24,Jovana de la Cruz,Peru,F,7/12/1992,161,53,No,0,0,0,0,Athletics,1,Athletics Women's Marathon,20.44674202,Normal
24,Youba Sissokho Ndiaye,Spain,M,11/07/1991,182,,No,0,0,0,0,Boxing,1,Boxing Men's Welter (69kg),,
20,Gunnar Bentz,United States,M,1/03/1996,196,83,Yes,1,0,0,1,Aquatics,1,Swimming Men's 4 x 200m Freestyle Relay,21.60558101,Normal
36,Sergio Garcia,Spain,M,1/09/1980,176,80,No,0,0,0,0,Golf,1,Golf Men's Individual Stroke Play,25.82644628,Overweight
22,Christian Nassif Djidagui,Central African Republic,M,1/01/1994,,,No,0,0,0,0,Aquatics,1,Swimming Men's 50m Freestyle,,
23,Lisa Graf,Germany,F,11/13/1992,183,69,No,0,0,0,0,Aquatics,1,Swimming Women's 200m Backstroke,20.60378035,Normal
31,Matias Rey,Argentina,M,12/01/1984,178,72,Yes,1,0,0,1,Hockey,1,Hockey Men,22.72440348,Normal
31,Se Gwang Ri,North Korea,M,1/21/1985,155,54,Yes,1,0,0,1,Gymnastics,8,"Artistic Gymnastics Men
,Artistic Gymnastics Men's Floor Exercise
,Artistic Gymnastics Men's Vault
,Artistic Gymnastics Men's Parallel Bars
,Artistic Gymnastics Men's Horizontal Bar
,Artistic Gymnastics Men's Rings
,Artistic Gymnastics Men's Pommel Horse
,Artistic Gymnastics Men's Individual All-Around",22.47658689,Normal
32,Alejandro Foglia Costa,Uruguay,M,1/30/1984,190,96,No,0,0,0,0,Sailing,1,Sailing Finn Men,26.59279778,Overweight
27,Joao Sousa,Portugal,M,3/30/1989,185,73,No,0,0,0,0,Tennis,2,"Tennis Men's Singles
,Tennis Men's Doubles",21.32943755,Normal
23,null,Great Britain,F,1/09/1993,183,68,No,0,0,0,0,Athletics,1,Athletics Women's Heptathlon,20.30517483,Normal
24,Misaki Matsutomo,Japan,F,2/08/1992,160,50,Yes,1,0,0,1,Badminton,1,Badminton Women's Doubles,19.53125,Normal
31,Heiki Nabi,Estonia,M,6/06/1985,193,116,No,0,0,0,0,Wrestling,1,Wrestling Men's Greco-Roman 130 kg,31.14177562,Obese
22,Astou Ndour,Spain,F,8/22/1994,195,68,Yes,0,1,0,1,Basketball,1,Basketball Women,17.88297173,Underweight
24,Elmurat Tasmuradov,Uzbekistan,M,12/12/1991,160,59,Yes,0,0,1,1,Wrestling,1,Wrestling Men's Greco-Roman 59 kg,23.046875,Normal
17,Ousseini Djibo Idrissa,Niger,M,12/28/1998,178,72,No,0,0,0,0,Athletics,1,Athletics Men's 400m,22.72440348,Normal
27,Tamara Csipes,Hungary,F,8/24/1989,176,78,Yes,1,0,0,1,Canoe,1,Canoe Sprint Women's Kayak Four 500m,25.18078512,Overweight
25,Amir Ghafour,Iran,M,6/06/1991,202,90,No,0,0,0,0,Volleyball,1,Volleyball Men,22.05666111,Normal
34,Ezekiel Kemboi,Kenya,M,5/25/1982,167,52,No,0,0,0,0,Athletics,1,Athletics Men's 3000m Steeplechase,18.64534404,Normal
28,Romuald Hausser,Switzerland,M,4/16/1988,185,72,No,0,0,0,0,Sailing,1,Sailing 470 Men,21.03725347,Normal
23,Alessia Trost,Italy,F,3/08/1993,188,70,No,0,0,0,0,Athletics,1,Athletics Women's High Jump,19.80534178,Normal
26,Alberto Ezequiel Melian,Argentina,M,1/02/1990,170,,No,0,0,0,0,Boxing,1,Boxing Men's Bantam (56kg),,
40,Gerardo Menendez Mieres,Spain,M,11/11/1976,185,80,No,0,0,0,0,Equestrian,1,Equestrian Jumping Individual,23.37472608,Normal
23,Mats Grambusch,Germany,M,11/04/1992,177,74,Yes,0,0,1,1,Hockey,1,Hockey Men,23.62028791,Normal
25,Alexander Lloyd,Australia,M,12/17/1990,189,89,No,0,0,0,0,Rowing,1,Rowing Men's Pair,24.91531592,Normal
22,Brigitte Ntiamoah,France,F,3/05/1994,172,66,No,0,0,0,0,Athletics,1,Athletics Women's 4 x 400m Relay,22.30935641,Normal
22,Alexander Edmondson,Australia,M,12/22/1993,184,76,Yes,0,1,0,1,Cycling,2,"Cycling Track Men's Omnium
,Cycling Track Men's Team Pursuit",22.44801512,Normal
25,Ugo Crousillat,France,M,10/27/1990,190,94,No,0,0,0,0,Aquatics,1,Water Polo Men,26.03878116,Overweight
20,Yousra Helmy,Egypt,F,12/03/1995,165,50,No,0,0,0,0,Table Tennis,1,Table Tennis Women's Team,18.36547291,Underweight
36,Samy Abdel Razek,Egypt,M,4/10/1980,170,60,No,0,0,0,0,Shooting,2,"Shooting 50m Pistol Men
,Shooting 10m Air Pistol Men",20.76124567,Normal
18,Karitaake Tewaaki,Kiribati,F,12/01/1997,155,52,No,0,0,0,0,Athletics,1,Athletics Women's 100m,21.64412071,Normal
38,Alessandra Aguilar,Spain,F,7/01/1978,165,50,No,0,0,0,0,Athletics,1,Athletics Women's Marathon,18.36547291,Underweight
24,Xiao Sun,China,F,6/13/1992,167,57,No,0,0,0,0,Hockey,1,Hockey Women,20.43816558,Normal
44,Nary Ly,Cambodia,F,6/06/1972,160,55,No,0,0,0,0,Athletics,1,Athletics Women's Marathon,21.484375,Normal
25,Elizabeth Yin,Singapore,F,8/08/1991,167,70,No,0,0,0,0,Sailing,1,Sailing Laser Radial Women,25.0995016,Overweight
36,Katrine Lunde,Norway,F,3/30/1980,181,,Yes,0,0,1,1,Handball,1,Handball Women,,
20,Salem Eid Yaqoob,Bahrain,M,3/01/1996,175,65,No,0,0,0,0,Athletics,1,Athletics Men's 200m,21.2244898,Normal
25,Dongyong Kim,South Korea,M,12/12/1990,189,91,No,0,0,0,0,Rowing,1,Rowing Men's Single Sculls,25.47521066,Overweight
25,Juliana Gaviria Rendon,Colombia,F,3/31/1991,165,58,No,0,0,0,0,Cycling,2,"Cycling Track Women's Sprint
,Cycling Track Women's Keirin",21.30394858,Normal
44,Jonty Evans,Ireland,M,10/04/1971,193,82,No,0,0,0,0,Equestrian,2,"Equestrian Eventing Individual
,Equestrian Eventing Team",22.0140138,Normal
28,Jorge Antonio Garcia,Cuba,M,1/14/1988,180,78,No,0,0,0,0,Canoe,1,Canoe Sprint Men's Kayak Double 1000m,24.07407407,Normal
24,Nicolas le Goff,France,M,2/15/1992,206,115,No,0,0,0,0,Volleyball,1,Volleyball Men,27.09963239,Overweight
20,Luis Henry Campos,Peru,M,10/11/1995,166,61,No,0,0,0,0,Athletics,1,Athletics Men's 50km Walk,22.13673973,Normal
25,Igor Glavan,Ukraine,M,11/25/1990,168,61,No,0,0,0,0,Athletics,2,"Athletics Men's 20km Walk
,Athletics Men's 50km Walk",21.61281179,Normal
21,Hao-Wen Kao,Chinese Taipei,M,3/17/1995,180,82,No,0,0,0,0,Archery,2,"Archery Men's Individual
,Archery Men's Team",25.30864198,Overweight
28,Daniela Monteiro Dodean,Romania,F,1/13/1988,170,55,No,0,0,0,0,Table Tennis,2,"Table Tennis Women's Singles
,Table Tennis Women's Team",19.03114187,Normal
23,Thibault Rossard,France,M,8/28/1993,193,85,No,0,0,0,0,Volleyball,1,Volleyball Men,22.81940455,Normal
24,Darrell Wesh,Haiti,M,1/21/1992,183,160,No,0,0,0,0,Athletics,1,Athletics Men's 100m,47.77688196,Morbidly obese
30,Joost Luiten,Netherlands,M,1/07/1986,177,78,No,0,0,0,0,Golf,1,Golf Men's Individual Stroke Play,24.89706023,Normal
34,Ronald Rauhe,Germany,M,10/03/1981,179,82,Yes,0,0,1,1,Canoe,2,"Canoe Sprint Men's Kayak Single 200m
,Canoe Sprint Men's Kayak Double 200m",25.59220998,Overweight
21,Davie Selke,Germany,M,1/20/1995,192,82,Yes,0,1,0,1,Football,1,Football Men,22.24392361,Normal
20,Bence Venyercsan,Hungary,M,1/08/1996,173,56,No,0,0,0,0,Athletics,1,Athletics Men's 50km Walk,18.71094925,Normal
27,Julio Cesar Salamanca Pineda,El Salvador,M,7/15/1989,159,62,No,0,0,0,0,Weightlifting,1,Weightlifting Men's 62kg,24.52434635,Normal
20,Oluwafemi Ajayi,Nigeria,M,1/29/1996,172,,Yes,0,0,1,1,Football,1,Football Men,,
22,Matt Hutchins,New Zealand,M,11/19/1994,190,75,No,0,0,0,0,Aquatics,2,"Swimming Men's 400m Freestyle
,Swimming Men's 1500m Freestyle",20.77562327,Normal
28,Monica Niculescu,Romania,F,11/25/1987,168,64,No,0,0,0,0,Tennis,3,"Tennis Women's Singles
,Tennis Women's Doubles
,Tennis Mixed Doubles",22.67573696,Normal
29,Michelle Kasold,United States,F,5/26/1987,161,53,No,0,0,0,0,Hockey,1,Hockey Women,20.44674202,Normal
26,Manpreet Kaur,India,F,7/06/1990,170,89,No,0,0,0,0,Athletics,1,Athletics Women's Shot Put,30.79584775,Obese
28,Jianlian Yi,China,M,10/27/1987,213,113,No,0,0,0,0,Basketball,1,Basketball Men,24.90687474,Normal
26,Matthew Centrowitz,United States,M,10/18/1989,176,65,Yes,1,0,0,1,Athletics,1,Athletics Men's 1500m,20.9839876,Normal
23,Jialuo Shi,China,M,1/25/1993,184,71,No,0,0,0,0,Fencing,1,Fencing Men's Foil Team,20.97117202,Normal
28,Imre Balazs Bacskai,Hungary,M,1/29/1988,177,,No,0,0,0,0,Boxing,1,Boxing Men's Welter (69kg),,
20,Su Oh,Australia,F,5/23/1996,168,,No,0,0,0,0,Golf,1,Golf Women's Individual Stroke Play,,
28,null,Great Britain,M,8/29/1988,178,87,No,0,0,0,0,Athletics,1,Athletics Men's 4 x 100m Relay,27.45865421,Overweight
48,Martin Marinov,Australia,M,10/25/1967,178,88,No,0,0,0,0,Canoe,2,"Canoe Sprint Men's Canoe Single 1000m
,Canoe Sprint Men's Canoe Double 1000m",27.77427093,Overweight
34,Marie-Eve Nault,Canada,F,2/16/1982,170,64,No,0,0,0,0,Football,1,Football Women,22.14532872,Normal
22,Jacob Araptany,Uganda,M,2/11/1994,,,No,0,0,0,0,Athletics,1,Athletics Men's 3000m Steeplechase,,
27,Bingtian Su,China,M,8/29/1989,173,70,No,0,0,0,0,Athletics,2,"Athletics Men's 100m
,Athletics Men's 4 x 100m Relay",23.38868656,Normal
30,Sangwook Lee,South Korea,M,10/14/1985,170,60,No,0,0,0,0,Gymnastics,9,"Artistic Gymnastics Men
,Artistic Gymnastics Men's Floor Exercise
,Artistic Gymnastics Men's Vault
,Artistic Gymnastics Men's Parallel Bars
,Artistic Gymnastics Men's Horizontal Bar
,Artistic Gymnastics Men's Rings
,Artistic Gymnastics Men's Pommel Horse
,Artistic Gymnastics Men's Individual All-Around
,Artistic Gymnastics Men's Team",20.76124567,Normal
23,Alex Abrines,Spain,M,8/01/1993,198,93,Yes,0,0,1,1,Basketball,1,Basketball Men,23.72206918,Normal
24,Sumeeth Reddy B.,India,M,11/26/1991,182,64,No,0,0,0,0,Badminton,1,Badminton Men's Doubles,19.321338,Normal
26,Patricia Garcia,Spain,F,12/02/1989,163,64,No,0,0,0,0,Rugby Sevens,1,Rugby Sevens Women,24.08822312,Normal
34,Leonardo Querin,Argentina,M,4/17/1982,197,105,No,0,0,0,0,Handball,1,Handball Men,27.05557989,Overweight
35,Kevin Staut,France,M,11/15/1980,182,70,Yes,1,0,0,1,Equestrian,2,"Equestrian Jumping Individual
,Equestrian Jumping Team",21.13271344,Normal
22,Andile Fikizolo,South Africa,M,5/12/1994,175,69,No,0,0,0,0,Football,1,Football Men,22.53061224,Normal
27,Jerry Tuwai,Fiji,M,3/23/1989,174,81,Yes,1,0,0,1,Rugby Sevens,1,Rugby Sevens Men,26.75386445,Overweight
29,Rene Enders,Germany,M,2/13/1987,165,77,No,0,0,0,0,Cycling,3,"Cycling Track Men's Sprint
,Cycling Track Men's Keirin
,Cycling Track Men's Team Sprint",28.28282828,Overweight
34,Snjezana Pejcic,Croatia,F,7/13/1982,170,75,No,0,0,0,0,Shooting,2,"Shooting 10m Air Rifle Women
,Shooting 50m Rifle 3 Positions Women",25.95155709,Overweight
37,Ferenc Szekszardi,Australia,M,11/22/1979,178,79,No,0,0,0,0,Canoe,2,"Canoe Sprint Men's Canoe Single 200m
,Canoe Sprint Men's Canoe Double 1000m",24.93372049,Normal
20,Dutee Chand,India,F,2/03/1996,160,50,No,0,0,0,0,Athletics,1,Athletics Women's 100m,19.53125,Normal
25,Sam Dommer,United States,M,11/04/1991,188,91,No,0,0,0,0,Rowing,1,Rowing Men's Eight,25.74694432,Overweight
31,null,Poland,M,7/09/1985,192,86,No,0,0,0,0,Aquatics,3,"Swimming Men's 100m Butterfly
,Swimming Men's 4 x 100m Freestyle Relay
,Swimming Men's 4 x 200m Freestyle Relay",23.32899306,Normal
30,Helen Glover,Great Britain,F,6/17/1986,177,67,Yes,1,0,0,1,Rowing,1,Rowing Women's Pair,21.38593635,Normal
26,Gi Jung Kim,South Korea,M,8/14/1990,179,83,No,0,0,0,0,Badminton,1,Badminton Men's Doubles,25.9043101,Overweight
29,Nestor Colmenares,Venezuela,M,11/05/1987,203,110,No,0,0,0,0,Basketball,1,Basketball Men,26.69319809,Overweight
27,Mika Kurihara,Japan,F,5/14/1989,176,68,No,0,0,0,0,Basketball,1,Basketball Women,21.95247934,Normal
22,Iris Wang,United States,F,11/02/1994,161,52,No,0,0,0,0,Badminton,1,Badminton Women's Singles,20.06095444,Normal
30,Anastasiia Kozhenkova,Ukraine,F,1/19/1986,186,75,No,0,0,0,0,Rowing,1,Rowing Women's Quadruple Sculls,21.6788068,Normal
34,null,Sweden,M,1/14/1982,178,76,No,0,0,0,0,Equestrian,2,"Equestrian Dressage Individual
,Equestrian Dressage Team",23.98687034,Normal
19,Ling Zhang,China,F,2/27/1997,182,75,No,0,0,0,0,Rowing,1,Rowing Women's Quadruple Sculls,22.64219297,Normal
27,Bojan Bogdanovic,Croatia,M,4/18/1989,200,103,No,0,0,0,0,Basketball,1,Basketball Men,25.75,Overweight
23,Patricia Herrera Fernandez,Spain,F,2/09/1993,163,59,No,0,0,0,0,Aquatics,1,Water Polo Women,22.20633069,Normal
25,John Edison Rodriguez,Colombia,M,1/24/1991,205,102,No,0,0,0,0,Fencing,1,Fencing Men's Épée Individual,24.2712671,Normal
24,null,Australia,F,6/14/1992,171,60,No,0,0,0,0,Athletics,1,Athletics Women's 4 x 400m Relay,20.51913409,Normal
25,Edgar Rivera,Mexico,M,2/13/1991,198,84,No,0,0,0,0,Athletics,1,Athletics Men's High Jump,21.42638506,Normal
27,Caroline Masson,Germany,F,5/14/1989,173,72,No,0,0,0,0,Golf,1,Golf Women's Individual Stroke Play,24.05693475,Normal
22,Efe Ajagba,Nigeria,M,4/22/1994,190,,No,0,0,0,0,Boxing,1,Boxing Men's Super Heavy (+91kg),,
48,Ronaldas Racinskas,Lithuania,M,5/13/1968,188,85,No,0,0,0,0,Shooting,1,Shooting Skeet Men,24.04934359,Normal
25,Jason Saunders,New Zealand,M,11/22/1990,188,78,No,0,0,0,0,Sailing,1,Sailing Nacra 17 Mixed,22.06880942,Normal
33,Sebastien Jouve,France,M,12/08/1982,186,90,No,0,0,0,0,Canoe,2,"Canoe Sprint Men's Kayak Double 200m
,Canoe Sprint Men's Kayak Four 1000m",26.01456816,Overweight
32,Volha Sudarava,Belarus,F,2/22/1984,176,61,No,0,0,0,0,Athletics,1,Athletics Women's Long Jump,19.69266529,Normal
